method,url,protocol,headers,body,label,attack_type
GET,/tienda1/imagenes/1.gif,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=183307F0090819EFF646B5708562A91F', 'Connection': 'close'}",,benign,
GET,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=6F874665E3467AAAC1D0104220D8FBD5', 'Connection': 'close'}",,benign,
GET,/tienda1/global/titulo.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=FF1B504F46666E778141E3F695F509F3', 'Connection': 'close'}",,benign,
GET,/tienda1/index.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=FB7DFF59ACBB6315DFC1CED374C1552A', 'Connection': 'close'}",,benign,
GET,/tienda1/global/menum.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=346F00A6D1E9EB6A35238E0433D38554', 'Connection': 'close'}",,benign,
GET,/tienda1/imagenes/logo.gif,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=C909876F08D1349518684D5C16495C38', 'Connection': 'close'}",,benign,
GET,/tienda1/publico/pagar.jsp?modo=insertar&precio=6258&B1=Pasar+por+caja,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=6E4675973753361568B26DDF9BF43E3C', 'Connection': 'close'}",,benign,
GET,/tienda1/imagenes/nuestratierra.jpg,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=4DA3E7634D69267D2698AA57F0112BA9', 'Connection': 'close'}",,benign,
GET,/tienda1/publico/anadir.jsp?id=2&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=74&B1=A%F1adir+al+carrito,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=47CA87441058F605014D120D42847E3E', 'Connection': 'close'}",,benign,
GET,/tienda1/miembros/index.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=650D138DE381E581C43C259C15410D03', 'Connection': 'close'}",,benign,
GET,/tienda1/publico/miembros.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=BC315F4B21290AA5B9EDF92AF7ED4BF4', 'Connection': 'close'}",,benign,
POST,/tienda1/miembros/editar.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=3CE98A719C328E2911B07DFD3485828A', 'Content-Type': 'application/x-www-form-urlencoded', 'Connection': 'Connection: close', 'Content-Length': 'Content-Length: 244'}",modo=registro&login=mohandas&password=pSICOs-is&nombre=Servando&apellidos=Altamiranda+Aragon%E9s&email=ocallaghan%40asyra.li&dni=43736952Z&direccion=Rio+Bullaque+65+&ciudad=Revillarruz&cp=16842&provincia=Lleida&ntc=5697356322551108&B1=Registrar,benign,
POST,/tienda1/publico/registro.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=1BAEAC84A51960453504538D95F659E5', 'Content-Type': 'application/x-www-form-urlencoded', 'Connection': 'Connection: close', 'Content-Length': 'Content-Length: 238'}",modo=registro&login=marcum3&password=26t9g71&nombre=Leda&apellidos=Pifarre+Marola&email=foody%40cup-id.sd&dni=57401003H&direccion=Juan+Xxii+24%2C+3%3FC&ciudad=Aldehuela+de+Yeltes&cp=46838&provincia=Toledo&ntc=7496121103658289&B1=Registrar,benign,
GET,/tienda1/miembros/salir.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=D369F21E9A1417418FBB917F2F4CCA37', 'Connection': 'close'}",,benign,
GET,/tienda1/miembros/imagenes/ogono.jpg,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=697F493525FD622888C6888089C1BE47', 'Connection': 'close'}",,benign,
POST,/tienda1/publico/pagar.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=805063F830C435EC9182BB9063CB1749', 'Content-Type': 'application/x-www-form-urlencoded', 'Connection': 'Connection: close', 'Content-Length': 'Content-Length: 43'}",modo=insertar&precio=4730&B1=Pasar+por+caja,benign,
GET,/tienda1/publico/registro.jsp?modo=registro&login=bjorn&password=7ux%E1cea&nombre=Danisa&apellidos=Carta%F1a&email=lim%40marketingmunicipal.bf&dni=92624028S&direccion=Peral%2C+180+4-B&ciudad=San+Crist%F3bal+de+Segovia&cp=03837&provincia=Girona&ntc=8326141547735911&B1=Registrar,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=234442DA958C64C0DFD5FEEEC7D857CC', 'Connection': 'close'}",,benign,
GET,/tienda1/imagenes/1.gif,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=74058A01F43C63E3B0772EC1D68D4082', 'Connection': 'close'}",,benign,
GET,/tienda1/publico/anadir.jsp?id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=18&B1=A%F1adir+al+carrito,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=D2D1E39ECACB5820623B5A69A4C01DAB', 'Connection': 'close'}",,benign,
GET,/tienda1/imagenes/logo.gif,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=D11CCBA07C1E1FC3E48691A52177743C', 'Connection': 'close'}",,benign,
POST,/tienda1/miembros/editar.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=C67FE67D2E541E3114BE1217F4F991B1', 'Content-Type': 'application/x-www-form-urlencoded', 'Connection': 'Connection: close', 'Content-Length': 'Content-Length: 265'}",modo=registro&login=eleni&password=DE5pe%F1AdurA&nombre=Zahira&apellidos=Monteoliva+Pag%E8s&email=stimson_holbrook%40cementosanfranq.ly&dni=02005072R&direccion=Vicari+Joan+Catany+123+1%3FC&ciudad=Y%E9sero&cp=42172&provincia=Badajoz&ntc=3547056406235223&B1=Registrar,benign,
POST,/tienda1/publico/anadir.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=5461E198E3E4051BFC064206AE84C735', 'Content-Type': 'application/x-www-form-urlencoded', 'Connection': 'Connection: close', 'Content-Length': 'Content-Length: 67'}",id=1&nombre=Vino+Rioja&precio=39&cantidad=50&B1=A%F1adir+al+carrito,benign,
GET,/tienda1/imagenes/1.gif,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=31F824C6F5C8601C1B860AD8C043EF9F', 'Connection': 'close'}",,benign,
GET,/tienda1/miembros/imagenes/castro.jpg,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=9783EF874375E1F5A0F29740473D29F1', 'Connection': 'close'}",,benign,
POST,/tienda1/publico/anadir.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=045C22D791FB08A75417C936C001501D', 'Content-Type': 'application/x-www-form-urlencoded', 'Connection': 'Connection: close', 'Content-Length': 'Content-Length: 74'}",id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=11&B1=A%F1adir+al+carrito,benign,
GET,/tienda1/global/creditos.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=394435F3F5649250B9AB7C75032372BB', 'Connection': 'close'}",,benign,
GET,/tienda1/publico/caracteristicas.jsp?id=1,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=AC568D89E6BA26D0956EFEB5B076C1AE', 'Connection': 'close'}",,benign,
GET,/tienda1/global/menum.jsp,http,"{'User-Agent': 'Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)', 'Pragma': 'no-cache', 'Cache-Control': 'no-cache', 'Accept': 'text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5', 'Accept-Encoding': 'x-gzip, x-deflate, gzip, deflate', 'Accept-Charset': 'utf-8, utf-8;q=0.5, *;q=0.5', 'Accept-Language': 'en', 'Host': 'localhost:8080', 'Cookie': 'JSESSIONID=FAC6D0B66C204CB996E7626B875B9339', 'Connection': 'close'}",,benign,
